channelId,title,description,subscriberCount,viewCount,likeCount
UC0qTInmgyYnwWLeCUIde9Cw,Mẹ Hương Hương,Giúp Con Dâu được Chồng thương Mẹ Chồng quý ,984000,911607000,0
UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,"Vie Channel là kênh phát sóng chính thức các chương trình giải trí Việt được khán giả cả nước yêu thích nhất: Rap Việt, Ca Sĩ Mặt Nạ - The Masked Singer Vietnam, Siêu Trí Tuệ, Người Ấy Là Ai, Nhanh Như Chớp Nhí, Ai Là Số 1, Bếp Vui Bùng Vị, Số Độc Đắc, Gạo Nếp Gạo Tẻ, Hải Đường Trong Gió, Cô Thắm Về Làng...  Vie Channel cam kết tiếp tục mang đến những nội dung giải trí hấp dẫn và mới lạ nhất cho khán giả truyền hình và khán giả online ► Fanpage: https://www.facebook.com/VieChannelHTV2/ ► Website: http://viechannel.vn/  Tải app VieON tại: https://click.vieon.vn/wSBG/ytapp  Liên Hệ Tài Trợ & Quảng Cáo ► Hotline: 0907.950.371 (Mr. Đức Khoa) ► Email: khoa.nguyen@viechannel.vn hoặc sales@viechannel.vn  ► Website: https://vieon.vn/ ► Fanpage: https://www.facebook.com/vieonofficial/ ► Tiktok: https://www.tiktok.com/@vieon.official ► Instagram: https://www.instagram.com/vieon.official/ ",10700000,5234412099,0
UCh_zF2FsiCflCPgYDudtcqg,YEAH1 SHOW,"Kênh Youtube chính thức của Yeah1 Show thuộc quản lý của hệ thống Yeah1 Digital. Hãy SUBSCRIBE để cập nhật tin tức & thông tin giải trí mới nhất, hấp dẫn nhất nhé! ___________________________________________ Fanpage: https://www.facebook.com/Yeah1Show/ Instagram: https://www.instagram.com/yeah1show TikTok: https://www.tiktok.com/@yeah1.show  Liên hệ quảng cáo: + Email: edigital.booking@yeah1.vn  ",241000,122168567,0
UCPQ_0hRIRH4uz3OORNyBo8Q,Small Family TV, ,1870000,997494917,0
UCm60DH8TdBxuMnknNfkf_nQ,Cubic Billiard - Club bất ổn,"Địa chỉ:  - 1174 Đường Láng, Đống Đa, Hà Nội - 87 Lĩnh Nam (Tầng 4 - HH01), Hoàng Mai, Hà Nội Đến giao lưu và ủng hộ chúng mình nhéee  Cảm ơn các bạn rất nhiều ",271000,227833967,0
UCxD6jhe3ZGshh_c0KAIfWNQ,Én Fitness,"🔹 Xin chào Các Bạn mình là Én Fitness ✨ 🔹Group: Nơi tập hợp những người bạn trân trọng tri thức lắng nghe góc nhìn của nhau ( https://www.facebook.com/groups/302297854738172 ) 🔹 Nếu các bạn hứng thú muốn tìm hiểu thêm thì xin mời xem các Link phía dưới nhé              + Facebook: https://www.facebook.com/mchienvinh.2002 ( Mình hoạt động chính trên này 🤝 )             + Gmail: mchienvinh@gmail.com (Đây là nơi Book Show MC của mình 🎤)             + Tiktok: Én Fitness  ( Còn đây là nơi kiếm tiền của mình 💵 )             + Youtube: Én Fitness  ( Và đây là nơi gọi lưu trữ NHẬT KÝ CUỘC ĐỜI HIỂN VINH 🤔)             + Profile MC: https://by.com.vn/2S6ftl ( đây là thông tin về Nghề MC của mình )   🔹DONATE: Nếu bạn cảm thấy mến những gì mình tặng cho bạn , bạn có thể ủng hộ mình:             + Vietcombank: 1016651900 - Tran Hien Vinh - Chi Nhánh Kỳ Đồng    © Bản quyền thuộc về MC Hiển Vinh © Copyright belongs to MC Hiển Vinh & Do not Reup ",403000,259284722,0
UCmgGhZ_OMFGRn5cbfd4Svrw,My Tam,MY TAM OFFICIAL YOUTUBE CHANNEL  Welcome to Mỹ Tâm's Official YouTube Channel!   ,2390000,1613291475,0
UCh6snexfUrSdwKGuiyDSe5g,CiiN Bùi Thảo Ly,CiiN Bùi Thảo Ly Official Youtube Channel   More information about CiiN (CiiN / Bùi Thảo Ly):  ♫ Youtube: https://www.youtube.com/@ciinciinciin ♫ Facebook: https://www.facebook.com/lyy.ciin ♫ Fanpage: https://www.facebook.com/CiiNBuiThaoLy ♫ Tiktok:  https://www.tiktok.com/@cciinnn ♫ Instagram: https://instagram.com/l.ciin  🌟🌟Email: ciinciin14111997@gmail.com   Copyright by CiiN Bui Thao Ly. Please do not Reup ,4560000,1204694023,0
UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khoẻ & Đời sống,"Trang Youtube chính thức của Báo Sức khỏe & Đời sống - Cơ quan ngôn luận của Bộ Y tế. Đây là Kênh cung cấp những thông tin chính xác, tin cậy về y tế và chăm sóc sức khoẻ; cũng như các vấn đề thời sự, xã hội trong nước và trên thế giới. --------------- Báo Sức khỏe và Đời sống – Cơ quan ngôn luận của Bộ Y tế 💻 Báo điện tử: http://suckhoedoisong.vn/ 💻 FanPage: https://www.facebook.com/baosuckhoevadoisong  💻Youtube: https://www.youtube.com/@BaoSuckhoedoisongboyte 💻Tiktok: https://bit.ly/3hOWND9  #baosuckhoedoisong #skds #boyte ",2500000,1617992189,0
UC-B3lKAktiHyLwFv7TRq2xg,Khiết Đan,Kênh xây dựng các tình huống hà hước mong muốn sẽ mang lại những phút giây thư giãn!!  ------- ► FACEBOOK : https://www.facebook.com/profile.php?id=100019968300767 ► FANPAGE : https://www.facebook.com/dienvienkhietdan ► TIKTOK : https://www.tiktok.com/@khietdan0106 ► INSTAGRAM : khietdan_0106 ► EMAIL : khietdan.booking@gmail.com ➥ Nhấn SUBSCRIBE tại: https://bit.ly/khietdan Love You ♥ -------- © Copyright by Khiết  Đan ☞ Do not Reup ,228000,133666497,0
UCZcCmWhvK0gfThyWRmRerDQ,CUỘC SỐNG 24H,,4490000,4492363070,0
UC8Ku4RXI9q6CSYvZAFEIIeg,MrBB Vlogs,"▶️ Quý vị ủng hộ kênh MrBB Vlogs xin hãy ĐĂNG KÝ KÊNH nha  #mrbbvlogs #mrbb #tintuc #tuthien   Kênh MrBB Vlogs là nơi để Quý vị được thông tin những Tin Tức & Thiện Nguyện - Ẩm Thực Đường Phố - Khám Phá Đời Sống - Công Ích & Xã Hội. Xin chân thành cảm ơn Quý vị và Cô Chú Anh Chị đã yêu thích và LIKE SHARE video của BB!  ☎️Liên hệ với MrBB Vlogs qua: Viber & Zalo: 0934762154 Cuộc gọi của Quý vị là niềm vinh hạnh của BB.  ----------------------------------------------  © Bản quyền video thuộc về MrBB Vlogs, vui lòng không reup! © Copyright by MrBB Vlogs ☞ Do not Reup, many thanks! ",385000,105158704,0
UCYFMCOJKeaqJxlFpvzBk1ig,Lâm TV,"→ Liên hệ Quảng Cáo: ChauNguyen@LamVlog.com (Mrs. Châu)  ————————————————————————————————————————————————————————————  Kênh Lâm TV của mình sẽ chuyên làm các video mang tính giải trí như: Thử Thách, Trò Chơi và làm thử các thứ mới lạ. Các bạn hãy nhấn đăng ký kênh để ủng hộ cũng như không bỏ qua các video mới nhất của mình nhé :D  → Facebook: https://www.facebook.com/vuhuy1990  → Page Facebook: https://www.facebook.com/LamVlog  → Tiktok: https://www.tiktok.com/@lamvlog  → Liên hệ Quảng Cáo:  ChauNguyen@LamVlog.com (Mrs. Châu) ",3150000,1169118809,0
UCSfL291fDipxp_mbKX5ZZ2w,RFA Tiếng Việt,"[RFA VIETNAMESE OFFICIAL VIDEO – Kênh thông tin chính thức của đài Á CHÂU TỰ DO]  Đài Á Châu Tự Do RFA trụ sở tại thủ đô Washington Hoa Kỳ, cung cấp thông tin đa dạng, chính xác, trung thực về các vấn đề thời sự, kinh tế, xã hội, đời sống tại Việt Nam và trên Thế Giới.   Theo dõi YouTube: http://bit.ly/11PGb33 Facebook:http://on.fb.me/1vFY6qX Twitter: https://twitter.com/DaiAChauTuDo Googe+: http://bit.ly/1yNd1g7 Đài Á Châu Tự Do RFA: http://bit.ly/1uS5BJn",810000,540316942,0
UC74CatIFgb1a1Ff3IUD_f4w,Hoàng Hôn Official,"Mình là Hoàng Hôn nè, phải chiều thì mới có được tớ =)) Mọi người đăng ký kênh để cười nhiều hơn với mình nhaaaa lớp diu 🥰",897000,688964579,0
UCp6PchFsCg582xw6gEjpzVA,Báo Pháp Luật TP HCM,Kênh Youtube chính thức của Truyền hình báo Pháp Luật TP HCM.  * Link:  https://www.youtube.com/channel/UCp6PchFsCg582xw6gEjpzVA?sub_confirmation=1,1070000,421406436,0
UCwn96A46mCiH1caoMhWfyBQ,Đỗ Đạt Official,Xin chào tất cả các bạn😊  Đây là kênh youtube chính chủ của mình nha mọi nguời  Các bạn xem video thấy hay thì like và subscribe cho mình nhé  Theo dõi Đạt trên: 🔹 TikTok: https://www.tiktok.com/@datdo0803 🔹 Facebook: https://www.facebook.com/dodat0803 🔹 Fanpage: https://www.facebook.com/datdo0803 🔹 Instagram: https://www.instagram.com/datdo0803/ 📩 Contact for works: dodatofficial@gmail.com  #dodatofficial #dodat #dodattiktok #tiktok #dotiendat #giaitri #haihuoc #shorts  ----------------------/---------------------- © Bản quyền thuộc về Đỗ Đạt Official © Copyright by Đỗ Đạt Official ☞ Do not Reup ,2310000,1740550263,0
UC6ik7KPV5oL914e4LkpQMpA,梓俊与唐三,"哈嘍，油管的伙伴們大家好！  我是梓俊與唐三，正式入駐油管了！  👀👀👀其他頻道皆為盜版，打擊盜版，從我做起~  斗羅粉絲千千萬，唐三家的佔一半🌹🌹🌹  裝扮斗羅大陸角色，以動漫人設演繹現代搞笑劇情👻👻👻  每天帶給你們開心快樂💖💖💖  趕緊訂閱，唐三在等你哦~ ———————————————————————————————— Hello, fellow YouTubers!  I am Zi Jun and Tang San, and I have officially joined YouTube!  👀👀👀Other channels are all pirated. Fighting against piracy starts with me~  There are tens of millions of Douluo fans, half of them are from the Tang San family🌹🌹🌹  Dress up as a Douluo Continent character and interpret modern funny plots with anime characters👻👻👻  Bring you happiness every day💖💖💖  Hurry up and subscribe, Tang San is waiting for you~ ",175000,79287227,0
UCD9CTJiGXnrzGj4Mz7_eRgw,Doge Gaming,ShopRoblox Chính Hãng: https://dogeroblox.com/  Liên hệ qua fb :https://www.facebook.com/profile.php?id=100035036773689  Email: thatbaji2022@gmail.com  Theo dõi mình qua Tiktok:https://www.tiktok.com/@chbla2  ,621000,252073852,0
UC2Lgi2uPsOcCVF3imz7l2mg,Vie GIẢITRÍ,"Kênh Vie GIẢITRÍ thuộc nhóm kênh giải trí tổng hợp chất lượng cao của Truyền hình Cáp Việt Nam, ra đời với tiêu chí hấp dẫn, mới lạ và đặc sắc của một kênh giải trí tổng hợp đích thực, hướng đến khán giả trên toàn quốc.  Vie GIẢITRÍ là kênh phát sóng chính thức các chương trình giải trí Việt được khán giả cả nước yêu thích nhất: Rap Việt, Siêu Trí Tuệ, Người Ấy Là Ai, Nhanh Như Chớp Nhí, Ai Là Số 1, Bếp Vui Bùng Vị, Gạo Nếp Gạo Tẻ, Hải Đường Trong Gió, Cô Thắm Về Làng...  Vie GIẢITRÍ cam kết tiếp tục mang đến những nội dung giải trí hấp dẫn và mới lạ nhất cho khán giả truyền hình và khán giả online ► Fanpage: https://www.facebook.com/VieGIAITRI/  Tải app VieON tại: https://click.vieon.vn/wSBG/ytapp  Vie GIẢITRÍ hiện đang phát sóng 24/7 trên toàn quốc qua Truyền hình Cáp Việt Nam VTVcab, TH cáp SCTV, TH cáp HTVC, K+, MyTV và AVG.  Liên Hệ Tài Trợ & Quảng Cáo ► Hotline: 0907.950.371 (Mr. Đức Khoa) ► Email: khoa.nguyen@viechannel.vn hoặc sales@viechannel.vn ",2680000,1062697210,0
UCOOnw7df5NTnYk5Rjb5Gl1Q,Châu Khả Di,Mê viết chữ và yêu bún bò 😝 Chỗ sắm đồ Di xài ở đây👇🏻 https://chaukhadi.carrd.co  Tiktok: @chaukhadi2107 Instagram: chaukhadi  #chaukhadi #chaukhadi2107 #tipsdecor  MCN Partner: METUB Network  ----------------------------------------------/------------- © Bản quyền thuộc về Châu Khả Di © Copyright by Châu Khả Di ☞ Do not Reup ,514000,343862474,0
UCkTDUvYWhPaanCn43GA-SCg,ALO Media Entertainment,"ALO Media Entertainment là kênh thông tin tổng hợp các chương trình giải trí của ALO Media   📺 CƠ HỘI CHO AI?- WHOSE CHANCE? MÙA 5 - Chương trình truyền hình thực tế số 1 về việc làm phát sóng vào KHUNG GIỜ VÀNG lúc 20:30 thứ 6 hàng tuần trên VTV3 từ 06/10/2023.  ▶️ Fanpage: https://www.facebook.com/cohoichoaivn ▶️TikTok: @cohoichoai  ▶️ Website: http://cohoichoai.com/   📺 CUỐI TUẦN TUYỆT VỜI - Nạp năng lượng, cả tuần vui phát sóng lúc 20h Chủ nhật hàng tuần trên VTV3  👉 Theo dõi các kênh chính thức của Cuối Tuần Tuyệt Vời ▶️ Fanpage: https://www.facebook.com/cuoituantuyetvoi ▶️TikTok: https://www.tiktok.com/@cuoituantuyetvoi   📣 Subscribe kênh ALO Media Entertaiment để không bỏ lỡ các chương trình SIÊU HẤP DẪN: https://bit.ly/ALOMediaentertaiment    ",190000,83467552,0
UCpoNfKwZbecrcFpzm0ET4uw,BBC News Tiếng Việt,"BBC NEWS TIẾNG VIỆT   - Trang thông tin Thời sự xã hội, Trong nước & Quốc tế được cập nhật một cách nhanh nhạy, chính xác, bất thiên vị bằng tiếng Việt.  BBC NEWS TIẾNG VIỆT là thành viên của tập đoàn truyền thông lớn nhất thế giới BBC NEWS (UK).  Đăng ký theo dõi kênh YouTube của BBC News Tiếng Việt để luôn được cập nhật những video tin tức hấp dẫn và thú vị: https://goo.gl/ZgqA1b  Các ý kiến góp ý và đóng góp tin bài, video... Vui lòng để lại comment hoặc gửi về email: vietnamese@bbc.co.uk  Đừng quên theo dõi các kênh thông tin trên mạng xã hội của BBC News Tiếng Việt:    - Website: http://bbcvietnamese.com  - Fanpage: https://www.facebook.com/BBCVietnamese/  - Youtube Channel: https://www.youtube.com/user/BBCVietnamese",1350000,619990175,0
UC9xeuekJd88ku9LDcmGdUOA,Kplus Sports,"K+ Sports là channel trực thuộc Công ty Truyền hình số vệ tinh Việt Nam (VSTV), chuyên cập nhật các thông tin mới nhất về thể thao trong nước và quốc tế.",2710000,2244631747,0
UCnbbGVLEKgBnwGxHro0eD1w,Bon Bon Media,Email :mktdfamily@gmail.com,12000000,8025922566,0
UCpI7A5Zz-FdH_8TUir2DQ9g,Anh Ba Phải TV,"_ Kênh Anh Ba Phải là một kênh giải trí hài hước phù hợp cho cả trẻ em lẫn người lớn, giúp các em nhỏ có những trãi nghiệm thực về tuổi thơ, những thử thách, sinh tồn, săn bắt và hái lượm,các trò chơi dân gian pha chế  thêm sự sáng tạo, giúp cho các em cũng như người xem có những giây phút thư giãn, giải trí sau những giờ học tập, làm việc mệt mỏi ! _ Mọi người hãy Đăng Ký kênh Anh Ba Phải TV để giúp mình đạt mốc 4.000.000 Sub nhé ! _ Liên hệ hợp tác qua Gmail : vanphu18592@gmail.com _ For Chinesse Brand Businuess inquires : vanphu_ydads@163.com ",3960000,2476756280,0
UC_Ba9vCsY19LF7-gc46lWQQ,Cosmo Guy,"Hey gamers, my name is Cosmo 👋 I love making short videos and cheering people up =) Subscribe to my channel and let's have fun together!  📩 Biz: thecosmo.biz@gmail.com 📩 ",7740000,4911068521,0
UCPhPBJ3qE719TgLYVcNY8yg,Tiền Phong TV,"Báo Tiền Phong thành lập ngày 16/11/1953 tại chiến khu Việt Bắc. Tiền Phong là một trong những tờ báo chính trị, xã hội uy tín nhất hiện nay tại Việt Nam  Đồng hành cùng Báo Tiền Phong tại: - Báo Tiền Phong điện tử: www.tienphong.vn - Chuyên trang Sinh viên Việt Nam: https://svvn.tienphong.vn/ - Chuyên trang Hoa Học Trò: https://hoahoctro.tienphong.vn/ - Chuyên  trang Tâm Việt: http://tamviet.tienphong.vn/  Tòa soạn: 15 Hồ Xuân Hương, Hà Nội - Điện thoại: (84-24) 39431250 - Fax: (84-24) 39430693 Email: online@baotienphong.com.vn Hotline: 0865.015.015 - 0977.456.112 Giấy phép số 76/GP-BTTTT, cấp ngày 26/02/2020. Cơ quan chủ quản: Trung ương Đoàn TNCS Hồ Chí Minh © Bản quyền thuộc báo điện tử Tiền Phong. Không Re-upload dưới mọi hình thức! ",73200,4305347,0
UCWEf5lJDJTmZXnqWnBadi6A,Nhân BiBi,"Nhân Bi Bi là kênh chia sẻ những video về nhiều thể loại game, ví dụ như game vui, game hành động, game bắn súng, game trẻ em,game moba, game fps, và rất nhiều các trò chơi hay khác nữa. Các bạn hãy ấn ĐĂNG KÝ KÊNH và NHẤN CHUÔNG THÔNG BÁO . Để ủng hộ mình và sớm nhận được những video hay của mình nhé . Xin Cảm Ơn  Đăng ký kênh và bật thông báo để không bỏ lỡ những video mới nhất nha!  🎥  Đăng ký kênh tại: https://www.youtube.com/@NhanBiBi ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  Theo dõi mạng xã hội của Nhân Bibi tại:  🔹 Kênh YouTube: https://www.youtube.com/@NhanBiBi 🔹 Kênh Facebook:  https://www.facebook.com/nhanbibi123/... 🔹 Kênh Tiktok: www.tiktok.com/@nhanbibigame ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  🔹 LIÊN HỆ QUẢNG CÁO (EMAIL) : vannhan6111996@gmail.com ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  #nhânbibi #nhanbibi #choochooocharles #tiktok #talkingtom ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  © Bản quyền thuộc về Nhân BiBi ☞ Không được REUP ",1020000,524275942,0
UC2fu6CiFfNYz5UFORvFyc0w,Vie Channel - MUSIC,"Vie Channel - MUSIC là kênh âm nhạc & giải trí chính thức của Vie Channel - nhà sản xuất, sở hữu và phát sóng những chương trình âm nhạc giải trí hot nhất Việt Nam như: - The Masked Singer Vietnam 2022 - The Masked Singer Vietnam All-Star Concert 2022 - Rap Viet 2021 - Rap Viet 2020 - Rap Viet All-Star Concert 2021 - Chương trình âm nhạc và giải trí đêm Giao Thừa Sóng 18, Sóng 19, Sóng 20, Sóng 21, Sóng 22, Sóng 23  Tải app VieON tại: https://click.vieon.vn/wSBG/ytapp  Liên Hệ Tài Trợ & Quảng Cáo ► Hotline: 0907.950.371 (Mr. Đức Khoa) ► Email: khoa.nguyen@viechannel.vn hoặc sales@viechannel.vn  ► Website: https://vieon.vn/ ► Fanpage: https://www.facebook.com/vieonofficial/ ► Tiktok: https://www.tiktok.com/@vieon.official ► Instagram: https://www.instagram.com/vieon.official/ ",263000,366927836,0
UCIg56SgvoZF8Qg0Jx_gh6Pg,ANTV - Truyền hình Công an Nhân dân,"Kênh YouTube chính thức của ANTV - Truyền hình Công an Nhân dân (còn gọi là kênh An ninh TV), thuộc Cục Truyền thông Công an Nhân dân, Bộ Công an, Việt Nam.  ANTV - Truyền hình Công an Nhân dân là kênh truyền hình thuộc Cục Truyền thông Công an Nhân dân, Bộ Công an Việt Nam. ANTV được phát sóng thử nghiệm từ 0h ngày 01/12/2011 và chính thức phát sóng từ ngày 11 tháng 12 năm 2011. Ngày 3 tháng 12 năm 2010, Thủ tướng Chính phủ Việt Nam Nguyễn Tấn Dũng đã đồng ý chủ trương thành lập Kênh Truyền hình Công an Nhân dân.  ""Nhân văn, tin cậy, kịp thời, hấp dẫn"" là 4 tiêu chí mà Trung tướng, nhà văn Hữu Ước, Nguyên Tổng biên tập Kênh Truyền hình ANTV đưa ra sau khi phát sóng.  #antv #truyenhinhcongannhandan #anninhtv #cuctruyenthongcongannhandan #bocongan",6830000,3309965612,0
UCSwvDNqqUsqMhiGwoYKTp5A,Thiên Kim Review,Mọi người đăng ký kênh để theo dõi những bộ phim ngắn hay nhất của Thiên Kim Review nhé! Chúng mình cảm ơn nhiều ạ. ,39100,4421611,0
UCpnQwjzvDm1MOMtZV2zkVpA,Liên Quân Mobile eSports-Garena,,4970000,2474649898,0
UConnM5zwOP9vG_LPTYbRsAg,Lâm Vlog,"→ Liên hệ Quảng Cáo: ChauNguyen@LamVlog.com (Mrs. Châu)  ————————————————————————————————————————————————————————————  Kênh của mình chuyên làm các video mang tính giải trí như: Trò chơi, du lịch, review, ăn uống, chế tạo, trải nghiệm, thử nghiệm, thử thách.  → Đăng ký kênh để ủng hộ mình làm thêm nhiều video nhé: https://goo.gl/M1x1oB (Miễn phí)  → Facebook: https://www.facebook.com/vuhuy1990  → Page Facebook: https://www.facebook.com/LamVlog  → Tiktok: https://www.tiktok.com/@lamvlog  → Liên hệ Quảng Cáo:  ChauNguyen@LamVlog.com (Mrs. Châu)",9960000,3738974498,0
UCeYTfGpNCmVhlxjQxBDrGPA,Mr DegrEE,Comedic situations and and MUCH more!,21500000,18129617411,0
UCKgALVAg70mbC4SwhkyhvRw,Huyền Thoại Sinh Tồn - Free Fire Esports,"Kênh eSports chính thức của Garena Free Fire Vietnam. - Giữ bản quyền phát sóng của VFL (Vietnam Free Fire League) - giải đấu Free Fire chuyên nghiệp cấp độ cao nhất tại Việt Nam. - Phát sóng những giải đấu trong và ngoài nước khác của bộ môn Free Fire. - Cập nhật các nội dung eSports đa dạng, hấp dẫn.  + Fanpage Free Fire Esports: https://www.facebook.com/legendfreefirevn/ + Fanpage Free Fire VN: www.facebook.com/freefirevn/ + Fanpage cộng đồng Free Fire VN: https://www.facebook.com/congdongfreefirevnOfficial + Tham gia cộng đồng Free Fire tại: www.facebook.com/groups/FreeFireVietNam/ + Tiktok Free Fire VN: https://www.tiktok.com/@freefirevnofficial + Tiktok Fire Fire Esports: https://www.tiktok.com/@freefireesportsvn ",2050000,546188687,0
UCbEmgeA7bbgsBh2nOErifGw,Happy Hidari,Inspire you to be happy everyday through journaling and self-taught art. ,765000,608916068,0
UCfj-5D-yEQT68XMUHI1NaqQ,Ninh Công Hoàng,Xin chào thế giới!  Cảm ơn mọi người đã ghé qua và thăm thú các tác phẩm của mình 😘 😊 Đừng quên đăng ký ủng hộ mình nhaaa: https://www.youtube.com/@hoangcongning  ➥Kết nối với mình qua: ✪ TikTok: https://www.tiktok.com/@hoangcongning ✪ Instagram: https://www.instagram.com/hoangcongning/?hl=vi ✪ Facebook: https://www.facebook.com/ninh.conghoang.7 MCN Partner: METUB Network ------------------------ © Bản quyền thuộc về Ninh Công Hoàng © Copyright by Ninh Công Hoàng ☞ Do not Reup #shorts #ning #ninhconghoang #hoangninhcong #tiktok #haihuoc  ,408000,249070462,0
